CardNo,Sex,Major,Card_Count,Frequency,Most_Frequent_Place,Avg_Storage,Avg_Spending
181461,男,18机械制造,647.0,94,第二食堂,55.57340425531915,6.913333333333333
181462,男,18机械制造,1202.0,179,第二食堂,42.41731843575419,14.206666666666667
181463,男,18机械制造,489.0,55,第二食堂,75.46545454545455,4.806666666666667
181464,男,18机械制造,807.0,87,第二食堂,90.1471264367816,9.95
181465,男,18机械制造,1003.0,149,第二食堂,45.38724832214765,15.296666666666665
181469,男,18机械制造,303.0,7,第一食堂,13.457142857142857,0.9
181470,男,18机械制造,920.0,148,第一食堂,50.38648648648648,11.213333333333333
181471,男,18机械制造,566.0,99,第二食堂,73.70202020202021,14.416666666666666
181472,女,18机械制造,412.0,99,第一食堂,49.93737373737374,13.9
181473,女,18机械制造,844.0,90,红太阳超市,116.2977777777778,12.836666666666668
181474,女,18机械制造,434.0,21,第二食堂,26.09047619047619,2.2866666666666666
181475,女,18机械制造,764.0,100,第二食堂,68.595,10.94
181476,女,18机械制造,781.0,84,第四食堂,44.02142857142857,10.446666666666665
181478,女,18机械制造,247.0,2,第二食堂,25.45,0.15
181479,女,18机械制造,843.0,93,第二食堂,97.50430107526881,25.46
181480,女,18机械制造,799.0,121,第二食堂,137.2690082644628,12.566666666666666
181481,男,18机械制造（学徒）,606.0,124,第二食堂,55.028225806451616,13.853333333333333
181483,男,18机械制造（学徒）,702.0,78,第二食堂,54.4474358974359,22.55666666666667
181484,男,18机械制造（学徒）,478.0,41,第四食堂,104.80000000000001,6.680000000000001
181485,男,18机械制造（学徒）,439.0,47,第四食堂,76.80851063829788,8.406666666666666
181487,男,18机械制造（学徒）,1106.0,171,第二食堂,110.25964912280702,20.529999999999998
181488,男,18机械制造（学徒）,822.0,101,第二食堂,55.199999999999996,10.846666666666666
181489,男,18机械制造（学徒）,892.0,112,第二食堂,78.325,17.63
181490,男,18机械制造（学徒）,1276.0,189,第二食堂,183.40105820105822,25.336666666666666
181491,男,18机械制造（学徒）,571.0,59,第四食堂,73.96101694915254,9.166666666666666
181492,男,18机械制造（学徒）,315.0,43,第一食堂,87.5,6.703333333333333
181493,男,18机械制造（学徒）,1113.0,140,第二食堂,81.50928571428571,14.046666666666665
181495,男,18机械制造（学徒）,664.0,93,第二食堂,75.26075268817205,15.223333333333333
181496,男,18机械制造（学徒）,705.0,57,第二食堂,51.484210526315785,9.956666666666667
181497,男,18机械制造（学徒）,653.0,87,第二食堂,66.49425287356321,31.046666666666667
181498,男,18模具设计,767.0,95,第四食堂,50.135789473684206,16.83
181500,男,18模具设计,674.0,91,第四食堂,44.22527472527472,13.776666666666667
181501,男,18模具设计,468.0,66,第四食堂,56.10303030303031,13.47
181502,男,18模具设计,495.0,49,第四食堂,47.781632653061216,10.266666666666667
181503,男,18模具设计,521.0,87,第四食堂,109.67816091954023,13.786666666666667
181504,男,18模具设计,904.0,115,第二食堂,89.25565217391303,18.453333333333333
181505,男,18模具设计,765.0,116,第二食堂,108.09655172413794,19.290000000000003
181506,男,18模具设计,693.0,61,第二食堂,108.52622950819672,13.153333333333334
181507,男,18模具设计,473.0,65,第四食堂,80.0923076923077,10.47
181508,男,18模具设计,476.0,68,第四食堂,60.49264705882353,10.53
181509,男,18模具设计,517.0,41,第四食堂,93.34634146341463,7.883333333333334
181510,男,18模具设计,244.0,42,第四食堂,45.59285714285714,7.533333333333333
181511,男,18模具设计,832.0,97,第二食堂,51.880412371134014,13.06
181512,男,18模具设计,756.0,70,第二食堂,63.07571428571429,13.266666666666667
181513,男,18模具设计,554.0,75,第二食堂,163.0173333333333,10.656666666666666
181514,男,18模具设计,949.0,127,第四食堂,264.9188976377952,24.10666666666667
181515,男,18模具设计,729.0,97,第二食堂,168.2574226804124,10.866666666666667
181516,男,18模具设计,1027.0,119,第二食堂,58.79579831932773,19.3
181517,男,18模具设计,887.0,103,第二食堂,105.56019417475729,22.11
181519,男,18模具设计,929.0,144,第一食堂,75.2875,13.283333333333333
181520,男,18模具设计,924.0,93,第二食堂,91.06236559139784,15.943333333333333
181521,男,18模具设计,786.0,120,第二食堂,88.49666666666667,17.38
181523,男,18模具设计,596.0,52,红太阳超市,103.41538461538462,17.866666666666667
181524,男,18模具设计,554.0,63,第二食堂,42.05079365079365,10.256666666666666
181525,男,18模具设计,542.0,71,第二食堂,54.91549295774648,13.493333333333334
181526,男,18模具设计,711.0,74,第二食堂,111.92432432432432,12.15
181527,男,18模具设计,442.0,53,第四食堂,116.19433962264151,12.756666666666666
181528,男,18模具设计,519.0,67,第四食堂,61.33880597014925,8.803333333333335
181529,男,18模具设计,723.0,114,第一食堂,141.57105263157894,14.763333333333332
181530,男,18模具设计,471.0,66,第四食堂,56.972727272727276,9.956666666666667
181531,男,18模具设计,815.0,106,第二食堂,68.26698113207547,19.183333333333334
181532,男,18模具设计,892.0,108,第四食堂,115.67129629629629,22.416666666666668
181533,男,18模具设计,485.0,23,第四食堂,45.55652173913043,5.0
181534,男,18模具设计,746.0,98,第二食堂,171.1173469387755,12.136666666666667
181535,男,18模具设计,919.0,71,第二食堂,48.401408450704224,10.379999999999999
181536,男,18模具设计,783.0,80,第四食堂,92.88250000000001,16.8
181537,男,18模具设计,540.0,43,第二食堂,109.89976744186048,7.926666666666667
181538,男,18模具设计,918.0,106,第二食堂,85.31037735849057,18.676666666666666
181539,男,18模具设计,573.0,86,第二食堂,163.65,8.543333333333333
181540,男,18模具设计,433.0,44,第二食堂,22.34318181818182,3.36
181541,男,18模具设计,1044.0,92,第四食堂,58.92173913043479,19.316666666666666
181542,男,18模具设计,753.0,96,第二食堂,82.03541666666666,11.563333333333333
181543,男,18模具设计,708.0,70,第二食堂,50.85285714285714,11.013333333333332
181545,男,18模具设计,1105.0,98,第二食堂,71.51938775510203,13.22
181546,男,18模具设计,498.0,60,第二食堂,113.865,21.173333333333332
181547,男,18模具设计,678.0,90,第二食堂,78.7088888888889,13.756666666666666
181548,男,18模具设计,818.0,126,第二食堂,86.4563492063492,12.423333333333334
181549,男,18模具设计,882.0,99,第二食堂,100.27777777777777,11.34
181550,男,18模具设计,834.0,106,第二食堂,99.00660377358491,17.086666666666666
181551,男,18模具设计,824.0,70,第四食堂,98.15571428571428,15.613333333333335
181552,男,18模具设计,1110.0,123,第二食堂,52.11707317073171,14.08
181554,男,18模具设计,829.0,153,第二食堂,83.63986928104575,10.913333333333332
181555,男,18模具设计,758.0,75,第二食堂,80.88199999999999,8.286666666666667
181556,男,18模具设计,1261.0,166,第二食堂,98.17771084337349,13.743333333333334
181557,男,18模具设计,603.0,90,第四食堂,97.41666666666667,14.139999999999999
181558,男,18模具设计,740.0,102,第四食堂,154.9343137254902,19.543333333333333
181559,男,18模具设计,854.0,113,第二食堂,147.65265486725664,9.58
181560,男,18模具设计,671.0,149,第二食堂,61.01812080536913,16.063333333333333
181561,男,18模具设计,1054.0,126,第二食堂,102.77460317460317,15.913333333333332
181562,男,18模具设计,846.0,111,第二食堂,54.24954954954955,16.736666666666668
181563,男,18模具设计,971.0,122,第二食堂,73.78524590163934,11.043333333333333
181564,男,18模具设计,867.0,141,第二食堂,86.39148936170213,12.676666666666668
181565,男,18模具设计,645.0,78,第二食堂,43.614102564102566,10.120000000000001
181566,男,18模具设计,922.0,143,第二食堂,51.84055944055944,14.123333333333333
181567,男,18模具设计,826.0,99,第二食堂,86.07272727272728,12.463333333333333
181568,男,18模具设计,1018.0,139,第二食堂,113.46079136690646,15.33
181569,男,18模具设计,576.0,52,第二食堂,47.11692307692307,9.686666666666667
181571,男,18模具设计,1247.0,163,第二食堂,90.08466257668711,21.163333333333334
181573,男,18模具设计,728.0,73,第一食堂,41.865753424657534,10.806666666666667
181574,男,18模具设计,824.0,94,第四食堂,57.30212765957447,14.373333333333333
181575,男,18模具设计,957.0,112,第二食堂,53.808035714285715,12.416666666666666
181576,男,18模具设计,448.0,55,第四食堂,112.09272727272726,10.403333333333334
181577,男,18模具设计,823.0,120,第二食堂,80.05916666666667,12.866666666666667
181579,男,18模具设计,898.0,181,第二食堂,94.12983425414365,13.706666666666667
181580,男,18模具设计,1030.0,164,第二食堂,117.05243902439024,14.32
181581,男,18模具设计,821.0,108,第二食堂,102.13981481481481,12.146666666666667
181582,男,18模具设计,1225.0,186,第二食堂,109.58559139784946,18.959999999999997
181583,女,18模具设计,501.0,108,第二食堂,121.38981481481481,10.023333333333333
181585,女,18模具设计,432.0,29,第二食堂,35.13448275862069,2.3833333333333333
181586,女,18模具设计,576.0,18,第二食堂,54.38777777777778,2.1133333333333333
181587,女,18模具设计,644.0,120,第二食堂,50.931666666666665,12.616666666666667
181588,女,18模具设计,520.0,25,第四食堂,36.12,4.713333333333334
181589,女,18模具设计,630.0,48,第二食堂,49.96458333333334,6.636666666666667
181590,女,18模具设计,497.0,46,第二食堂,43.245652173913044,6.73
181591,女,18模具设计,605.0,119,第二食堂,65.09075630252102,7.376666666666667
181592,女,18模具设计,634.0,13,第二食堂,137.96153846153845,1.8466666666666667
181593,女,18模具设计,613.0,46,第二食堂,43.73695652173913,3.9733333333333336
181594,女,18模具设计,374.0,35,第二食堂,41.91428571428571,5.6899999999999995
181595,女,18模具设计,658.0,55,第二食堂,59.66909090909091,17.40666666666667
181597,男,18汽车检测,1127.0,150,第四食堂,121.748,28.03666666666667
181598,男,18汽车检测,688.0,70,第二食堂,68.96285714285713,9.360000000000001
181599,男,18汽车检测,453.0,34,第四食堂,51.68529411764706,6.783333333333333
181601,男,18汽车检测,675.0,82,第二食堂,49.92926829268293,9.59
181603,男,18汽车检测,815.0,126,第四食堂,52.946825396825396,22.196666666666665
181604,男,18汽车检测,1264.0,171,第二食堂,61.13625730994151,20.226666666666667
181606,男,18汽车检测,341.0,44,第二食堂,43.89090909090909,7.59
181607,男,18汽车检测,206.0,18,第四食堂,34.672222222222224,2.9266666666666667
181609,男,18汽车检测,180.0,3,第六教学楼,18.86666666666667,11.733333333333333
181610,男,18汽车检测,318.0,40,第二食堂,44.525,4.383333333333334
181611,男,18汽车检测,750.0,80,第二食堂,30.52,8.68
181612,男,18汽车检测,542.0,79,第四食堂,55.8126582278481,14.583333333333334
181615,男,18汽车检测,700.0,100,第四食堂,78.079,18.926666666666666
181616,男,18汽车检测,446.0,2,第一食堂,14.7,0.38333333333333336
181617,男,18汽车检测,547.0,56,第四食堂,56.128571428571426,7.916666666666667
181618,男,18汽车检测,537.0,68,第四食堂,69.97941176470589,14.733333333333333
181619,男,18汽车检测,544.0,69,第四食堂,52.78550724637681,13.163333333333332
181620,男,18汽车检测,534.0,26,第一食堂,57.91538461538461,2.73
181621,男,18汽车检测,621.0,65,第二食堂,50.09538461538461,10.26
181623,男,18汽车检测,521.0,88,第四食堂,104.34613636363635,13.66
181624,男,18汽车检测,261.0,85,第二食堂,47.93294117647059,10.453333333333335
181626,男,18汽车检测,393.0,52,第四食堂,91.00576923076923,9.31
181627,男,18汽车检测,774.0,106,第二食堂,50.158490566037734,7.96
181628,男,18汽车检测,729.0,112,第四食堂,121.17321428571428,16.9
181629,男,18汽车检测,1262.0,201,第二食堂,72.34626865671642,20.89333333333333
181630,男,18汽车检测,572.0,55,第二食堂,51.39090909090909,7.8
181631,男,18汽车检测,738.0,88,第二食堂,91.14999999999999,11.153333333333334
181632,男,18汽车检测,110.0,19,第二食堂,17.294736842105262,1.2466666666666666
181633,男,18汽车检测,575.0,54,第二食堂,67.7074074074074,7.533333333333333
181634,男,18汽车检测,537.0,38,第四食堂,88.49736842105263,9.04
181635,男,18汽车检测,572.0,41,第一食堂,23.06341463414634,2.8833333333333333
181637,男,18汽车检测,684.0,84,第二食堂,61.69642857142857,13.086666666666668
181638,男,18汽车检测,352.0,39,第一食堂,53.41179487179487,3.1233333333333335
181639,男,18汽车检测,801.0,119,第二食堂,121.04537815126051,19.043333333333333
181640,男,18汽车检测,686.0,81,第四食堂,104.39506172839506,16.24
181641,男,18汽车检测,517.0,59,第四食堂,50.58474576271186,10.389999999999999
181643,男,18汽车检测,736.0,27,第一食堂,21.244444444444444,2.93
181644,男,18汽车检测,936.0,147,第二食堂,72.98571428571428,18.263333333333332
181646,男,18汽车检测,789.0,143,第二食堂,90.18909090909091,21.426666666666666
181648,男,18汽车检测,504.0,80,第二食堂,52.05625,15.263333333333332
181649,男,18汽车检测,351.0,43,第四食堂,48.16744186046511,7.263333333333334
181650,男,18汽车检测,423.0,68,第二食堂,32.3485294117647,7.823333333333333
181652,男,18汽车检测,695.0,87,第四食堂,55.97701149425287,26.946666666666665
181653,男,18汽车检测,789.0,120,第二食堂,65.68166666666667,13.15
181655,男,18汽车检测,870.0,79,第二食堂,80.97911392405064,9.816666666666666
181656,男,18汽车检测,711.0,112,第四食堂,52.0875,18.076666666666664
181657,男,18汽车检测,600.0,64,第四食堂,61.1765625,11.426666666666668
181658,男,18汽车检测,540.0,89,第四食堂,74.79101123595505,14.093333333333334
181659,男,18汽车检测,754.0,93,第二食堂,95.38709677419355,14.22
181661,男,18汽车检测,768.0,119,第二食堂,69.60924369747899,14.173333333333334
181664,男,18汽车检测,846.0,139,第二食堂,50.35913669064748,14.947333333333335
181665,男,18汽车检测,511.0,52,第四食堂,43.85576923076923,9.163333333333332
181667,男,18汽车检测,782.0,110,第四食堂,150.52545454545455,16.833333333333332
181668,男,18汽车检测,697.0,97,第二食堂,57.02783505154639,13.28
181670,男,18汽车检测,624.0,109,第一食堂,47.363302752293585,14.66
181672,男,18汽车检测,602.0,61,第二食堂,50.47540983606557,9.166666666666666
181673,男,18汽车检测,274.0,1,第一食堂,4.1,0.08333333333333333
181674,男,18汽车检测,487.0,80,第二食堂,68.74875,8.836666666666668
181675,男,18汽车检测,588.0,64,第二食堂,59.9921875,8.7
181676,男,18工程造价,1061.0,108,第二食堂,81.99722222222223,17.25
181678,男,18工程造价,440.0,32,第二食堂,52.821875,4.58
181679,男,18工程造价,640.0,88,第二食堂,107.55454545454545,7.96
181680,男,18工程造价,583.0,93,第一食堂,93.88172043010752,12.743333333333334
181681,男,18工程造价,824.0,148,第一食堂,84.54027027027027,11.546666666666665
181682,男,18工程造价,464.0,37,第二食堂,54.95945945945946,3.14
181683,男,18工程造价,432.0,68,第四食堂,95.05,13.110000000000001
181685,男,18工程造价,465.0,78,第二食堂,73.3076923076923,8.283333333333333
181688,男,18工程造价,762.0,85,第二食堂,30.08470588235294,6.55
